State,Year,Population,Expenditures for K12 (Inflation Adjusted: 2012 dollars),Students,Students per Capita,Students per Capita Index (US average = 1.0),Expenditures per Student (Inflation adjusted to 2012 dollars),"Expenditures per student, 13 year cumulative (infl adj)",Teachers,Expenditures per Teacher (adjusted for Inflation: 2012 dollars),Teacher Salary (inflation adjusted: 2012 dollars),Teacher Salaries as Percent of Current Expense of Education,Teacher Salary Index,Students Per Teacher,Income per Capita (2013 inflation),Effort: Education Spending vs State Income,Effort Per Student (Index: 1970 effort = 100),Teachers per student,"Teachers per Student, 13-year cumulative",High School Graduation Rate (from 1992 onward),NAEP Math Grade 4,NAEP Math Grade 8,NAEP Reading Grade 4,NAEP Reading Grade 8,"NAEP average of percent proficient, grades 4 and 8 Math and Reading","POVERTY: Children between 6-17 years-old, Number","POVERTY: Children between 6-17 years-old, Percent",Teacher count (BLS data),BLS teacher count vs. NCES
West Virginia,2003,1812317,2926040809,281215,0.184,0.91,10405,118155,20020,146156,46599,0.32,0.82,14,31304,5.38,1.83,0.071,0.902,72.8,24,20,29,25,24.5,62885,0.24,-,-
Wisconsin,2003,5479235,9851771023,880031,0.191,0.95,11195,131915,58216,169228,51955,0.31,0.92,15.1,40514,4.69,1.53,0.066,0.856,80.6,35,35,33,37,35,113539,0.12,-,-
Wyoming,2003,503450,986345580,87462,0.21,1.05,11277,123569,6567,150197,47897,0.32,0.85,13.3,42205,4.81,1.43,0.075,0.908,74,39,32,34,34,34.75,8103,0.1,-,-
Alabama,2004,4530702,6127706331,730140,0.161,0.81,8393,92204,51594,118768,45309,0.38,0.8,14.2,35603,4.03,1.57,0.07,0.826,59,-,-,-,-,#DIV/0!,152043,0.21,-,-
Alaska,2004,659285,1711290815,132970,0.202,1.01,12870,157084,7756,220641,62202,0.28,1.1,17.1,44055,6.25,1.94,0.058,0.761,65.1,-,-,-,-,#DIV/0!,13653,0.1,-,-
Arizona,2004,5652464,7807295904,1043298,0.226,1.13,7483,89123,48935,159544,50908,0.32,0.9,21.3,37280,3.87,1.07,0.047,0.657,68.4,-,-,-,-,#DIV/0!,188267,0.19,-,-
Arkansas,2004,2749715,4208609391,463115,0.203,1.01,9088,92702,31234,134744,48048,0.36,0.85,14.8,33195,4.81,1.49,0.068,0.83,72.2,-,-,-,-,#DIV/0!,108132,0.25,-,-
California,2004,35574250,60416355344,6441557,0.221,1.11,9379,108867,305969,197459,68671,0.35,1.22,21.1,45831,3.88,1.1,0.047,0.593,70.7,-,-,-,-,#DIV/0!,1183317,0.18,-,-
Colorado,2004,4575071,7112564491,765976,0.201,1.01,9286,106800,45165,157480,52147,0.33,0.92,17,44923,3.56,1.11,0.059,0.735,74.6,-,-,-,-,#DIV/0!,95840,0.12,-,-
Connecticut,2004,3496086,8401080517,577390,0.198,0.99,14550,168751,38808,216478,68507,0.32,1.22,14.9,57513,4.39,1.39,0.067,0.922,79.8,-,-,-,-,#DIV/0!,58951,0.1,-,-
Delaware,2004,830806,1541712107,119091,0.167,0.84,12946,141034,7856,196246,60032,0.31,1.06,15.2,45847,4.4,1.65,0.066,0.817,62,-,-,-,-,#DIV/0!,16232,0.12,-,-
District of Columbia,2004,567753,1266617428,76714,0.156,0.78,16511,184226,5387,235125,69360,0.29,1.23,14.2,63755,3.59,1.44,0.07,0.904,58.2,-,-,-,-,#DIV/0!,24089,0.33,-,-
Florida,2004,17415232,22594886989,2639336,0.179,0.89,8561,102976,154864,145901,49348,0.34,0.88,17,42003,3.27,1.14,0.059,0.708,60.5,-,-,-,-,#DIV/0!,507817,0.19,-,-
Georgia,2004,8769290,14865825007,1553437,0.215,1.08,9570,108145,104987,141597,55204,0.39,0.98,14.8,38864,4.59,1.33,0.068,0.809,56.1,-,-,-,-,#DIV/0!,236641,0.16,-,-
Hawaii,2004,1273570,1955498596,183185,0.168,0.84,10675,115831,11146,175444,54757,0.31,0.97,16.4,41711,3.9,1.45,0.061,0.752,64.1,-,-,-,-,#DIV/0!,23343,0.11,-,-
Idaho,2004,1391819,1920056071,256084,0.225,1.13,7498,87784,14269,134561,49979,0.37,0.89,17.9,35738,4.09,1.14,0.056,0.704,77,-,-,-,-,#DIV/0!,29582,0.12,-,-
Illinois,2004,12589608,22138727124,2097503,0.2,1,10555,120523,131047,168937,65759,0.39,1.17,16,44627,4.1,1.28,0.063,0.786,75.7,-,-,-,-,#DIV/0!,375460,0.18,-,-
Indiana,2004,6233078,10807991937,1021348,0.196,0.98,10582,119765,60563,178459,55272,0.31,0.98,16.9,38016,4.79,1.53,0.059,0.761,70.9,-,-,-,-,#DIV/0!,121371,0.12,-,-
Iowa,2004,2953603,4518531442,478319,0.193,0.97,9447,113052,34697,130228,46612,0.36,0.83,13.8,39790,4.08,1.32,0.072,0.876,81.1,-,-,-,-,#DIV/0!,58030,0.12,-,-
Kansas,2004,2734351,4411688553,469136,0.207,1.04,9404,111685,32932,133964,46684,0.35,0.83,14.2,39444,4.27,1.29,0.07,0.884,74.4,-,-,-,-,#DIV/0!,62112,0.13,-,-
Kentucky,2004,4146081,5710269190,674796,0.194,0.97,8462,107891,41463,137720,48080,0.35,0.85,16.3,34656,4.22,1.36,0.061,0.786,70,-,-,-,-,#DIV/0!,122379,0.17,-,-
Louisiana,2004,4552280,6590879844,724281,0.189,0.95,9100,98421,49192,133983,46301,0.35,0.82,14.7,33984,4.41,1.46,0.068,0.83,61.4,-,-,-,-,#DIV/0!,187984,0.23,-,-
Maine,2004,1313685,2439815125,198820,0.178,0.89,12271,132510,16656,146483,46998,0.32,0.83,11.9,39120,5,1.75,0.084,1.002,76.2,-,-,-,-,#DIV/0!,30306,0.15,-,-
Maryland,2004,5546944,10302122237,865561,0.185,0.92,11902,135479,55101,186968,62092,0.33,1.1,15.7,51567,3.87,1.31,0.064,0.786,74.7,-,-,-,-,#DIV/0!,89828,0.1,-,-
Massachusetts,2004,6412292,13476403326,975574,0.179,0.9,13814,150190,73399,183605,64878,0.35,1.15,13.3,52658,4.19,1.46,0.075,0.927,73.2,-,-,-,-,#DIV/0!,122262,0.12,-,-
Michigan,2004,10055228,19404367542,1751290,0.211,1.05,11080,137892,100638,192814,67600,0.35,1.2,17.4,39618,5.12,1.52,0.057,0.694,69.1,-,-,-,-,#DIV/0!,235015,0.14,-,-
Minnesota,2004,5087661,8673849472,838503,0.197,0.99,10344,120475,52152,166319,55655,0.33,0.99,16.1,45492,3.88,1.23,0.062,0.786,78.7,-,-,-,-,#DIV/0!,75465,0.09,-,-
Mississippi,2004,2889053,3848960141,495376,0.207,1.03,7770,83650,31321,122888,43415,0.35,0.77,15.8,31170,4.47,1.35,0.063,0.785,62.1,-,-,-,-,#DIV/0!,121452,0.24,-,-
Missouri,2004,5747703,8442384888,905449,0.187,0.94,9324,106305,65847,128212,46354,0.36,0.82,13.8,39131,3.94,1.32,0.072,0.886,75,-,-,-,-,#DIV/0!,128848,0.13,-,-
Montana,2004,930022,1415742432,146705,0.187,0.94,9650,109718,10224,138472,45663,0.33,0.81,14.3,34674,4.5,1.5,0.07,0.845,76.2,-,-,-,-,#DIV/0!,28069,0.18,-,-
Nebraska,2004,1749386,2981639753,285761,0.195,0.98,10434,117044,21236,140405,46816,0.33,0.83,13.5,41554,4.34,1.39,0.074,0.923,79.8,-,-,-,-,#DIV/0!,26661,0.09,-,-
Nevada,2004,2346197,3230039721,400083,0.206,1.03,8073,97664,20950,154179,51488,0.33,0.91,19.1,44010,3.31,1.01,0.052,0.693,54,-,-,-,-,#DIV/0!,59870,0.15,-,-
New Hampshire,2004,1290135,2398142141,206852,0.191,0.95,11594,121596,15298,156762,52137,0.33,0.92,13.5,47146,4.15,1.36,0.074,0.876,76,-,-,-,-,#DIV/0!,12007,0.06,-,-
New Jersey,2004,8634580,23338481924,1393347,0.192,0.96,16750,194709,114875,203164,67255,0.33,1.19,12.1,53127,5.39,1.75,0.083,0.975,82.5,-,-,-,-,#DIV/0!,136011,0.09,-,-
New Mexico,2004,1903835,3031147218,326102,0.207,1.03,9295,99311,21730,139491,46738,0.34,0.83,15,33894,4.95,1.5,0.067,0.805,60.1,-,-,-,-,#DIV/0!,80455,0.26,-,-
New York,2004,19171424,46116568856,2836337,0.174,0.87,16259,179000,218612,210952,66683,0.32,1.18,13,48514,5.24,1.89,0.077,0.902,65,-,-,-,-,#DIV/0!,643636,0.2,-,-
North Carolina,2004,8553087,11670144820,1385754,0.193,0.97,8422,99342,92550,126096,51434,0.41,0.91,15,38012,3.77,1.22,0.067,0.825,66.1,-,-,-,-,#DIV/0!,255553,0.2,-,-
North Dakota,2004,644696,987376361,100513,0.185,0.92,9823,99885,8070,122351,43540,0.36,0.77,12.5,36810,4.31,1.46,0.08,0.921,79.4,-,-,-,-,#DIV/0!,11254,0.11,-,-
Ohio,2004,11452388,20370135428,1840032,0.191,0.96,11071,121520,118060,172541,57774,0.33,1.02,15.6,39194,4.75,1.55,0.064,0.81,74.7,-,-,-,-,#DIV/0!,278851,0.14,-,-
Oklahoma,2004,3525262,4937166633,629476,0.217,1.09,7843,94056,40416,122159,44944,0.37,0.8,15.6,36032,4.11,1.18,0.064,0.841,70.4,-,-,-,-,#DIV/0!,85260,0.15,-,-
Oregon,2004,3569473,5289569911,552505,0.183,0.92,9574,118576,27431,192832,57345,0.3,1.02,20.1,38993,3.95,1.35,0.05,0.655,71.1,-,-,-,-,#DIV/0!,97454,0.17,-,-
Pennsylvania,2004,12410601,22201224019,1828089,0.173,0.86,12144,138302,121167,183228,63192,0.34,1.12,15.1,42763,4.48,1.62,0.066,0.803,78.2,-,-,-,-,#DIV/0!,297539,0.15,-,-
Rhode Island,2004,1074582,2166480081,156498,0.17,0.85,13844,153310,11781,183896,63447,0.35,1.13,13.3,43781,4.86,1.78,0.075,0.915,70.6,-,-,-,-,#DIV/0!,26904,0.16,-,-
South Carolina,2004,4210895,6303708438,703736,0.201,1,8957,101947,46914,134367,50058,0.37,0.89,15,34614,4.53,1.41,0.067,0.838,53.8,-,-,-,-,#DIV/0!,121047,0.17,-,-
South Dakota,2004,770391,1087526365,122798,0.19,0.95,8856,94823,9064,119983,40389,0.34,0.72,13.5,40229,3.68,1.22,0.074,0.908,78.5,-,-,-,-,#DIV/0!,15467,0.12,-,-
Tennessee,2004,5910897,7649172357,941091,0.189,0.95,8128,91644,60022,127439,49924,0.39,0.89,15.7,38154,3.6,1.19,0.064,0.788,72.2,-,-,-,-,#DIV/0!,157666,0.17,-,-
Texas,2004,22394201,37872880374,4405215,0.245,1.22,8597,102796,294547,128580,48661,0.38,0.86,15,38336,4.58,1.17,0.067,0.852,67.3,-,-,-,-,#DIV/0!,880585,0.22,-,-
Utah,2004,2401578,3117032392,503607,0.265,1.33,6189,74212,22287,139859,46816,0.33,0.83,22.6,33960,4.01,0.95,0.044,0.566,83.8,-,-,-,-,#DIV/0!,48202,0.1,-,-
Vermont,2004,619915,1397109653,98352,0.189,0.94,14205,145180,8720,160219,52842,0.33,0.94,11.3,41602,5.82,1.93,0.088,1.03,81,-,-,-,-,#DIV/0!,8883,0.09,-,-
Virginia,2004,7475603,12701963585,1204739,0.192,0.96,10543,117104,93732,135514,50745,0.37,0.9,12.9,46574,3.88,1.27,0.078,0.946,73.1,-,-,-,-,#DIV/0!,127560,0.11,-,-
Washington,2004,6178726,9339128779,1020005,0.198,0.99,9156,111363,53125,175795,54246,0.31,0.96,19.2,45254,3.54,1.12,0.052,0.656,66.5,-,-,-,-,#DIV/0!,142690,0.15,-,-
West Virginia,2004,1816470,2999263523,280129,0.182,0.91,10707,120981,19958,150279,45515,0.3,0.81,14,31497,5.44,1.87,0.071,0.908,71.7,-,-,-,-,#DIV/0!,71287,0.26,-,-
Wisconsin,2004,5514023,10008780373,864757,0.186,0.93,11574,134021,60521,165377,52562,0.32,0.93,14.3,41189,4.68,1.57,0.07,0.863,77.3,-,-,-,-,#DIV/0!,122961,0.13,-,-
Wyoming,2004,509109,1024474379,84733,0.2,1,12091,126686,6657,153894,48051,0.31,0.85,12.7,43980,4.73,1.48,0.079,0.922,75.8,-,-,-,-,#DIV/0!,7852,0.1,-,-
Alabama,2005,4569802,6548229448,741761,0.162,0.81,8828,95313,57757,113376,46359,0.41,0.82,12.8,36023,4.2,1.62,0.078,0.847,61.3,21,15,22,22,20,155175,0.22,-,-
Alaska,2005,666938,1757559342,133288,0.2,1,13186,157607,7912,222138,61532,0.28,1.09,16.8,44589,6.21,1.95,0.06,0.761,67.6,34,29,27,26,29,14553,0.12,-,-
Arizona,2005,5839073,8192750936,1094454,0.231,1.16,7486,90056,51376,159467,51328,0.32,0.91,21.3,38674,3.79,1.03,0.047,0.65,73.3,28,26,24,23,25.25,176310,0.18,-,-
Arkansas,2005,2781082,4375398566,474206,0.206,1.03,9227,95745,32997,132600,48365,0.36,0.86,14.4,33393,4.92,1.5,0.069,0.841,73.2,34,22,30,26,28,95700,0.2,-,-
California,2005,35828174,61397997620,6437202,0.219,1.1,9538,111018,309222,198556,68187,0.34,1.21,20.8,46485,3.85,1.1,0.048,0.599,70.1,28,22,21,21,23,1134853,0.18,-,-
Colorado,2005,4631923,7317154322,779826,0.202,1.02,9383,108544,45841,159620,52413,0.33,0.93,17,45800,3.54,1.1,0.059,0.74,74.2,39,32,37,32,35,80431,0.1,-,-
Connecticut,2005,3506965,8637049784,575059,0.196,0.98,15019,171501,39687,217629,68364,0.31,1.21,14.5,58257,4.45,1.42,0.069,0.921,78.1,42,35,38,34,37.25,63163,0.11,-,-
Delaware,2005,845156,1614877355,120937,0.167,0.84,13353,145167,7998,201910,62349,0.31,1.1,15.1,45733,4.52,1.69,0.066,0.824,60.1,36,30,34,30,32.5,14743,0.12,-,-
District of Columbia,2005,567137,1214681789,76876,0.157,0.79,15801,186746,5481,221617,70313,0.32,1.25,14,66519,3.31,1.32,0.071,0.9,57.6,10,7,11,12,10,21275,0.29,-,-
Florida,2005,17841942,24010995920,2675024,0.176,0.88,8976,104138,158962,151049,49754,0.33,0.88,16.8,43258,3.3,1.17,0.06,0.713,60.8,37,26,30,25,29.5,434212,0.16,-,-
Georgia,2005,8925816,15786391514,1598461,0.218,1.09,9876,111021,108535,145450,55497,0.38,0.98,14.7,39370,4.7,1.35,0.068,0.821,58.1,30,23,26,25,26,299634,0.2,-,-
Hawaii,2005,1292730,2074540797,182818,0.165,0.83,11348,118634,11226,184798,59287,0.32,1.05,16.3,42568,3.98,1.51,0.061,0.757,67.4,27,18,23,18,21.5,16758,0.09,-,-
Idaho,2005,1428263,1947354072,261982,0.225,1.13,7433,89653,14521,134106,49855,0.37,0.88,18,35778,4.02,1.12,0.056,0.709,76.6,40,30,33,32,33.75,27456,0.11,-,-
Illinois,2005,12609789,22112368405,2111706,0.201,1.01,10471,122489,133857,165194,66434,0.4,1.18,15.8,44974,4.08,1.27,0.063,0.789,76.7,32,29,29,31,30.25,394001,0.18,-,-
Indiana,2005,6278716,10619027263,1035074,0.197,0.99,10259,122020,60592,175255,54296,0.31,0.96,17.1,37547,4.73,1.5,0.058,0.762,73.6,38,30,30,28,31.5,166640,0.16,-,-
Iowa,2005,2964435,4641251672,483482,0.195,0.98,9600,114687,35181,131925,46968,0.36,0.83,13.7,39383,4.23,1.36,0.073,0.886,82.8,37,34,33,34,34.5,49168,0.11,-,-
Kansas,2005,2745327,4641283701,467525,0.205,1.03,9927,113718,33608,138101,47533,0.34,0.84,13.9,39891,4.44,1.36,0.072,0.891,74.3,47,34,32,35,37,62717,0.14,-,-
Kentucky,2005,4182799,5990440884,679878,0.194,0.97,8811,109795,42413,141241,48146,0.34,0.85,16,34850,4.38,1.41,0.063,0.791,71.5,26,23,31,31,27.75,152526,0.22,-,-
Louisiana,2005,4576672,6381856508,654526,0.167,0.84,9750,101745,44660,142899,46251,0.32,0.82,14.7,35051,4.1,1.54,0.068,0.839,54.7,24,16,20,20,20,133383,0.18,-,-
Maine,2005,1318772,2435196530,195498,0.174,0.87,12456,135953,16684,145960,46807,0.32,0.83,11.7,38486,5.05,1.82,0.085,1.016,77.2,39,30,35,38,35.5,24986,0.13,-,-
Maryland,2005,5592408,10779458579,860020,0.182,0.91,12534,138300,56685,190164,62604,0.33,1.11,15.2,52247,3.96,1.36,0.066,0.792,73.6,38,30,32,30,32.5,114539,0.13,-,-
Massachusetts,2005,6403326,13497295985,971909,0.179,0.9,13887,154235,73596,183397,65018,0.35,1.15,13.2,53225,4.16,1.45,0.076,0.936,74.7,49,43,44,44,45,90716,0.09,-,-
Michigan,2005,10051186,19167570275,1742282,0.21,1.05,11001,139366,98069,195450,67196,0.34,1.19,17.8,39313,5.12,1.53,0.056,0.699,70.5,38,29,32,28,31.75,280102,0.16,-,-
Minnesota,2005,5119541,8831935243,839243,0.196,0.98,10524,122648,51107,172813,55714,0.32,0.99,16.4,45032,3.96,1.26,0.061,0.79,78.1,47,43,38,37,41.25,74386,0.09,-,-
Mississippi,2005,2905911,4079243939,494954,0.205,1.03,8242,86828,31433,129776,43575,0.34,0.77,15.7,32004,4.57,1.39,0.064,0.793,61.8,19,14,18,18,17.25,147766,0.29,-,-
Missouri,2005,5790240,8723753570,917705,0.188,0.94,9506,108891,67076,130058,45870,0.35,0.81,13.7,39032,4.07,1.35,0.073,0.897,76.5,31,26,33,31,30.25,161535,0.16,-,-
Montana,2005,940087,1441257439,145416,0.183,0.92,9911,111765,10369,138997,45767,0.33,0.81,14,35183,4.45,1.52,0.071,0.854,75.7,38,36,36,37,36.75,21338,0.15,-,-
Nebraska,2005,1761515,3070846497,286646,0.194,0.98,10713,119641,21359,143773,47139,0.33,0.84,13.4,41393,4.45,1.43,0.075,0.93,79.6,36,35,34,35,35,23713,0.08,-,-
Nevada,2005,2432112,3400723134,412395,0.204,1.02,8246,98467,21744,156398,51045,0.33,0.9,19,46032,3.22,0.99,0.053,0.692,45.4,26,21,21,22,22.5,59679,0.14,-,-
New Hampshire,2005,1298488,2457837067,205767,0.188,0.94,11945,124938,15536,158203,52007,0.33,0.92,13.2,46867,4.28,1.42,0.076,0.888,77.1,47,35,39,38,39.75,15666,0.08,-,-
New Jersey,2005,8652008,23979588614,1395602,0.192,0.96,17182,197835,112673,212825,66305,0.31,1.18,12.4,53386,5.5,1.79,0.081,0.982,83.3,45,36,37,38,39,121107,0.08,-,-
New Mexico,2005,1932259,3136428965,326758,0.204,1.02,9599,102613,22021,142429,47841,0.34,0.85,14.8,34720,4.93,1.52,0.068,0.816,54.1,19,14,20,19,18,71041,0.21,-,-
New York,2005,19132824,47280660786,2815581,0.173,0.87,16793,183340,218989,215904,65900,0.31,1.17,12.9,49603,5.23,1.9,0.078,0.914,68,36,31,33,33,33.25,671834,0.21,-,-
North Carolina,2005,8705328,12036971285,1416436,0.194,0.97,8498,100747,95664,125826,50466,0.4,0.89,14.8,38530,3.77,1.21,0.068,0.833,67,40,32,29,27,32,268744,0.19,-,-
North Dakota,2005,646080,985581430,98283,0.179,0.9,10028,103014,8003,123151,43401,0.35,0.77,12.3,37710,4.18,1.46,0.081,0.937,79.2,40,35,35,37,36.75,9480,0.1,-,-
Ohio,2005,11463426,20486181061,1839683,0.191,0.96,11136,124467,117982,173638,57811,0.33,1.02,15.6,39081,4.79,1.57,0.064,0.815,75.9,43,33,34,36,36.5,268425,0.14,-,-
Oklahoma,2005,3548617,5062489779,634739,0.218,1.09,7976,95476,41833,121017,44549,0.37,0.79,15.2,37192,4.09,1.18,0.066,0.843,70.8,29,21,25,25,25,79135,0.15,-,-
Oregon,2005,3613173,5485031851,552194,0.18,0.91,9933,119558,28346,193503,56279,0.29,1,19.5,38850,4.06,1.41,0.051,0.654,70.4,37,34,29,33,33.25,78899,0.14,-,-
Pennsylvania,2005,12449898,22555995084,1830684,0.172,0.86,12321,140411,122397,184286,62077,0.34,1.1,15,42850,4.54,1.65,0.067,0.811,80.4,41,31,36,36,36,298619,0.16,-,-
Rhode Island,2005,1067927,2222656289,153422,0.168,0.84,14487,157378,14180,156746,62885,0.4,1.11,10.8,43592,5.02,1.87,0.093,0.938,71.1,31,24,30,29,28.5,31014,0.18,-,-
South Carolina,2005,4270096,6545417732,701544,0.197,0.99,9330,104545,48212,135763,49685,0.37,0.88,14.6,35029,4.58,1.46,0.068,0.848,55.6,36,30,26,25,29.25,140700,0.21,-,-
South Dakota,2005,775498,1090022045,122012,0.187,0.94,8934,97171,9129,119402,39881,0.33,0.71,13.4,39906,3.67,1.23,0.075,0.917,75.6,41,36,33,35,36.25,19501,0.16,-,-
Tennessee,2005,5990979,7676970079,953928,0.189,0.95,8048,93809,59596,128817,48875,0.38,0.87,16,37863,3.56,1.18,0.063,0.799,65.4,28,21,27,26,25.5,182489,0.19,-,-
Texas,2005,22777938,38895633954,4525394,0.248,1.24,8595,104548,302425,128612,47964,0.37,0.85,15,39613,4.47,1.13,0.067,0.856,68.5,40,31,29,26,31.5,878650,0.22,-,-
Utah,2005,2457737,3192189012,508430,0.261,1.31,6279,75735,22993,138833,46323,0.33,0.82,22.1,35101,3.88,0.93,0.045,0.57,78.6,37,30,34,29,32.5,56162,0.11,-,-
Vermont,2005,621206,1421819338,96638,0.184,0.92,14713,149873,8851,160639,53569,0.33,0.95,10.9,41188,5.98,2.03,0.092,1.045,80.2,44,38,39,37,39.5,7695,0.08,-,-
Virginia,2005,7577095,13179855844,1213616,0.191,0.96,10860,119844,103944,126798,50353,0.4,0.89,11.7,47531,3.89,1.28,0.085,0.965,72.9,39,33,37,36,36.25,123205,0.1,-,-
Washington,2005,6257337,9467420518,1031985,0.197,0.99,9174,112170,53508,176935,53229,0.3,0.94,19.3,44903,3.58,1.13,0.052,0.658,68.8,42,36,36,34,37,157534,0.15,-,-
West Virginia,2005,1820463,3046559307,280866,0.182,0.92,10847,123641,19940,152786,43988,0.29,0.78,14.1,31514,5.51,1.89,0.071,0.914,72.8,25,18,26,22,22.75,45604,0.16,-,-
Wisconsin,2005,5546162,10048215708,875174,0.187,0.94,11481,135928,60127,167117,53302,0.32,0.94,14.6,41000,4.69,1.57,0.068,0.867,80.5,40,36,33,35,36,155992,0.18,-,-
Wyoming,2005,514154,1109185391,84409,0.196,0.99,13141,131072,6706,165402,49665,0.3,0.88,12.6,46747,4.83,1.54,0.079,0.943,74.2,43,29,34,36,35.5,8931,0.11,-,-
Alabama,2006,4629025,6998448395,743632,0.161,0.81,9411,98776,56134,124674,48624,0.39,0.85,13.2,36540,4.32,1.68,0.076,0.864,61.44,-,-,-,-,#DIV/0!,143764,0.21,-,-
Alaska,2006,675300,1831484474,132608,0.196,0.99,13811,159044,7903,231745,61252,0.26,1.08,16.8,45231,6.21,1.98,0.06,0.763,65.86,-,-,-,-,#DIV/0!,12854,0.11,-,-
Arizona,2006,6029202,8758629673,1068249,0.215,1.09,8199,91875,52625,166435,51483,0.31,0.9,20.3,40236,3.78,1.1,0.049,0.647,68.65,-,-,-,-,#DIV/0!,193386,0.18,-,-
Arkansas,2006,2821782,4479993906,476409,0.203,1.03,9404,98910,35089,127675,49583,0.39,0.87,13.6,34087,4.82,1.49,0.074,0.856,71.87,-,-,-,-,#DIV/0!,80059,0.17,-,-
California,2006,36021325,64271769895,6406750,0.216,1.09,10032,113713,307366,209105,71318,0.34,1.25,20.8,48106,3.83,1.11,0.048,0.605,67.48,-,-,-,-,#DIV/0!,1114348,0.17,-,-
Colorado,2006,4720373,7372767519,794026,0.202,1.02,9285,110480,46973,156958,51362,0.33,0.9,16.9,46936,3.38,1.05,0.059,0.745,72.72,-,-,-,-,#DIV/0!,111835,0.15,-,-
Connecticut,2006,3517485,8803162043,575100,0.195,0.99,15307,174454,39115,225058,68160,0.3,1.2,14.7,60691,4.27,1.37,0.068,0.92,78.86,-,-,-,-,#DIV/0!,65767,0.12,-,-
Delaware,2006,859258,1611155684,122254,0.166,0.84,13179,148861,8038,200442,61277,0.31,1.08,15.2,46549,4.31,1.63,0.066,0.829,65.98,-,-,-,-,#DIV/0!,13719,0.11,-,-
District of Columbia,2006,570680,1266332789,72850,0.146,0.74,17383,190381,5383,235247,66118,0.28,1.16,13.5,69754,3.25,1.39,0.074,0.899,48.77,-,-,-,-,#DIV/0!,29441,0.4,-,-
Florida,2006,18166863,25648175526,2671513,0.172,0.87,9601,105868,162851,157495,50774,0.32,0.89,16.4,44720,3.32,1.2,0.061,0.72,57.45,-,-,-,-,#DIV/0!,403301,0.15,-,-
Georgia,2006,9155789,16617690809,1629157,0.216,1.09,10200,114118,113597,146286,55926,0.38,0.98,14.3,39767,4.75,1.37,0.07,0.831,55.88,-,-,-,-,#DIV/0!,323200,0.21,-,-
Hawaii,2006,1309717,2291936297,180728,0.16,0.81,12682,122714,11271,203348,58186,0.29,1.02,16,43784,4.16,1.63,0.063,0.763,63.87,-,-,-,-,#DIV/0!,19232,0.09,-,-
Idaho,2006,1468671,1991932398,267380,0.223,1.12,7450,91462,14770,134863,47961,0.36,0.84,18.1,37024,3.84,1.08,0.055,0.713,76.85,-,-,-,-,#DIV/0!,30918,0.11,-,-
Illinois,2006,12643935,22778845076,2118276,0.201,1.02,10753,124967,140988,161566,65273,0.4,1.15,15,46443,4.03,1.25,0.067,0.798,74.12,-,-,-,-,#DIV/0!,308035,0.14,-,-
Indiana,2006,6332628,10642830250,1045940,0.198,1,10175,124041,61346,173489,53601,0.31,0.94,17,38224,4.59,1.45,0.059,0.764,73.29,-,-,-,-,#DIV/0!,162723,0.15,-,-
Iowa,2006,2982666,4742484146,483122,0.193,0.98,9816,116621,35653,133018,48333,0.36,0.85,13.6,39950,4.21,1.36,0.074,0.896,80.71,-,-,-,-,#DIV/0!,55780,0.13,-,-
Kansas,2006,2762968,4863003323,469506,0.205,1.03,10358,116176,35297,137774,48562,0.35,0.85,13.3,41594,4.4,1.35,0.075,0.9,75.35,-,-,-,-,#DIV/0!,75823,0.17,-,-
Kentucky,2006,4219188,6079061646,683152,0.193,0.98,8899,111689,43371,140164,48912,0.35,0.86,15.8,35462,4.28,1.39,0.063,0.797,71.96,-,-,-,-,#DIV/0!,128222,0.2,-,-
Louisiana,2006,4302682,6769094678,675851,0.186,0.94,10016,105335,45951,147311,47981,0.33,0.84,14.7,38356,4.22,1.42,0.068,0.848,61.88,-,-,-,-,#DIV/0!,139588,0.21,-,-
Maine,2006,1323630,2531267336,193986,0.172,0.87,13049,140344,16826,150438,46614,0.31,0.82,11.5,39418,5.1,1.86,0.087,1.032,76.32,-,-,-,-,#DIV/0!,28843,0.15,-,-
Maryland,2006,5627335,11442101195,851640,0.178,0.9,13435,142112,58443,195782,63795,0.33,1.12,14.6,53592,4.04,1.42,0.068,0.804,73.51,-,-,-,-,#DIV/0!,107876,0.12,-,-
Massachusetts,2006,6410035,13877418879,968661,0.178,0.9,14326,158577,73157,189694,65697,0.35,1.15,13.2,55431,4.06,1.43,0.076,0.944,75.88,-,-,-,-,#DIV/0!,122551,0.12,-,-
Michigan,2006,10036211,19065783904,1722656,0.207,1.05,11068,140891,98037,194475,61518,0.32,1.08,17.6,39123,5.08,1.53,0.057,0.705,69.56,-,-,-,-,#DIV/0!,255353,0.15,-,-
Minnesota,2006,5163604,9032839948,840565,0.194,0.98,10746,125090,51880,174110,55622,0.32,0.98,16.2,45752,3.92,1.26,0.062,0.794,79.22,-,-,-,-,#DIV/0!,83699,0.1,-,-
Mississippi,2006,2904954,4137814490,495026,0.205,1.04,8359,89885,32351,127904,45030,0.35,0.79,15.3,32384,4.55,1.39,0.065,0.802,60.52,-,-,-,-,#DIV/0!,150749,0.3,-,-
Missouri,2006,5842678,8917743423,920353,0.187,0.94,9689,111436,67521,132074,46887,0.36,0.82,13.6,39791,4,1.34,0.074,0.908,74.39,-,-,-,-,#DIV/0!,140943,0.15,-,-
