State,Year,Population,Expenditures for K12 (Inflation Adjusted: 2012 dollars),Students,Students per Capita,Students per Capita Index (US average = 1.0),Expenditures per Student (Inflation adjusted to 2012 dollars),"Expenditures per student, 13 year cumulative (infl adj)",Teachers,Expenditures per Teacher (adjusted for Inflation: 2012 dollars),Teacher Salary (inflation adjusted: 2012 dollars),Teacher Salaries as Percent of Current Expense of Education,Teacher Salary Index,Students Per Teacher,Income per Capita (2013 inflation),Effort: Education Spending vs State Income,Effort Per Student (Index: 1970 effort = 100),Teachers per student,"Teachers per Student, 13-year cumulative",High School Graduation Rate (from 1992 onward),NAEP Math Grade 4,NAEP Math Grade 8,NAEP Reading Grade 4,NAEP Reading Grade 8,"NAEP average of percent proficient, grades 4 and 8 Math and Reading","POVERTY: Children between 6-17 years-old, Number","POVERTY: Children between 6-17 years-old, Percent",Teacher count (BLS data),BLS teacher count vs. NCES
Vermont,1970,446263,531757181,103130,0.301,1.03,5156,60000,5750,92480,47203,0.51,0.89,17.9,22196,5.52,1.15,0.056,0.6,50,20,20,20,20,20,0,0,-,-
Virginia,1970,4659576,4748522364,1078754,0.301,1.04,4402,60000,47903,99128,49061,0.49,0.93,22.5,24987,4.51,0.94,0.044,0.6,50,20,20,20,20,20,0,0,-,-
Washington,1970,3417423,4212858488,817712,0.315,1.08,5152,60000,33380,126209,56602,0.45,1.07,24.5,26294,4.94,0.98,0.041,0.6,50,20,20,20,20,20,0,0,-,-
West Virginia,1970,1746665,1603025379,399531,0.297,1.02,4012,60000,16582,96673,43601,0.45,0.82,24.1,18906,4.96,1.05,0.042,0.6,50,20,20,20,20,20,0,0,-,-
Wisconsin,1970,4426394,5241814082,993736,0.289,1,5275,60000,44460,117900,55081,0.47,1.04,22.4,23889,4.99,1.08,0.045,0.6,50,20,20,20,20,20,0,0,-,-
Wyoming,1970,333773,453033702,86886,0.352,1.21,5214,60000,4568,99176,49707,0.5,0.94,19,24126,5.83,1.04,0.053,0.6,50,20,20,20,20,20,0,0,-,-
Alabama,1971,3497301,2811709176,806315,0.231,0.8,3487,60000,33172,84762,42704,0.5,0.8,24.3,19199,4.46,1.21,0.041,,-,-,-,-,-,#DIV/0!,-,-,-,-
Alaska,1971,316490,727593011,84381,0.267,0.93,8623,60000,4087,178026,77984,0.44,1.46,20.6,35797,7.33,1.72,0.048,,-,-,-,-,-,#DIV/0!,-,-,-,-
Arizona,1971,1896023,2087604729,464478,0.324,1.13,4495,60000,19010,109816,54725,0.5,1.02,24.4,24899,4.74,0.92,0.041,,-,-,-,-,-,#DIV/0!,-,-,-,-
Arkansas,1971,1972041,1534350012,461260,0.305,1.07,3326,60000,20305,75565,37764,0.5,0.7,22.7,18300,4.49,0.92,0.044,,-,-,-,-,-,#DIV/0!,-,-,-,-
California,1971,20346509,24970705195,4601550,0.292,1.02,5427,60000,199178,125369,63021,0.5,1.18,23.1,29974,4.35,0.93,0.043,,-,-,-,-,-,#DIV/0!,-,-,-,-
Colorado,1971,2303417,2701406528,564502,0.325,1.13,4785,60000,24593,109845,51132,0.47,0.95,23,26610,4.75,0.91,0.044,,-,-,-,-,-,#DIV/0!,-,-,-,-
Connecticut,1971,3061500,4030953704,666867,0.278,0.97,6045,60000,33909,118876,56822,0.48,1.06,19.7,31029,4.43,0.99,0.051,,-,-,-,-,-,#DIV/0!,-,-,-,-
Delaware,1971,565245,761652851,135013,0.314,1.09,5641,60000,6220,122452,57512,0.47,1.07,21.7,29032,4.91,0.98,0.046,,-,-,-,-,-,#DIV/0!,-,-,-,-
District of Columbia,1971,750655,918784269,142512,0.234,0.82,6447,60000,6529,140724,60824,0.43,1.14,21.8,35234,3.96,1.06,0.046,,-,-,-,-,-,#DIV/0!,-,-,-,-
Florida,1971,7162313,6602890145,1478504,0.26,0.91,4466,60000,63245,104402,49333,0.47,0.92,23.4,25684,3.83,0.92,0.043,,-,-,-,-,-,#DIV/0!,-,-,-,-
Georgia,1971,4710522,3985186672,1093407,0.302,1.05,3645,60000,44732,89090,43697,0.49,0.82,24.4,21948,4.13,0.85,0.041,,-,-,-,-,-,#DIV/0!,-,-,-,-
Hawaii,1971,791576,988128598,183654,0.302,1.05,5380,60000,8235,119991,56966,0.47,1.06,22.3,33354,4.18,0.87,0.045,,-,-,-,-,-,#DIV/0!,-,-,-,-
Idaho,1971,738832,689280607,185114,0.334,1.17,3724,60000,8024,85902,40662,0.47,0.76,23.1,22271,4.44,0.83,0.043,,-,-,-,-,-,#DIV/0!,-,-,-,-
Illinois,1971,11206811,12903280823,2379646,0.27,0.94,5422,60000,110000,117303,58638,0.5,1.09,21.6,28465,4.21,0.98,0.046,,-,-,-,-,-,#DIV/0!,-,-,-,-
Indiana,1971,5250311,5517014356,1230796,0.306,1.07,4482,60000,52297,105494,53936,0.51,1.01,23.5,23783,4.58,0.94,0.042,,-,-,-,-,-,#DIV/0!,-,-,-,-
Iowa,1971,2852051,3483900878,652958,0.297,1.04,5336,60000,32494,107217,50707,0.47,0.95,20.1,23536,5.4,1.14,0.05,,-,-,-,-,-,#DIV/0!,-,-,-,-
Kansas,1971,2246027,2263381142,505267,0.29,1.01,4480,60000,24743,91476,45541,0.5,0.85,20.4,24735,4.32,0.93,0.049,,-,-,-,-,-,#DIV/0!,-,-,-,-
Kentucky,1971,3297979,2553650975,720309,0.279,0.97,3545,60000,31020,82323,40634,0.49,0.76,23.2,19964,4.07,0.91,0.043,,-,-,-,-,-,#DIV/0!,-,-,-,-
Louisiana,1971,3711145,3792265176,851074,0.298,1.04,4456,60000,37203,101934,48383,0.47,0.9,22.9,19572,5.5,1.16,0.044,,-,-,-,-,-,#DIV/0!,-,-,-,-
Maine,1971,1015594,1080010957,246406,0.32,1.12,4383,60000,11400,94738,47169,0.5,0.88,21.6,21472,5.27,1.03,0.046,,-,-,-,-,-,#DIV/0!,-,-,-,-
Maryland,1971,4022378,5095555435,922051,0.297,1.04,5526,60000,41998,121329,57750,0.48,1.08,22,30285,4.62,0.97,0.046,,-,-,-,-,-,#DIV/0!,-,-,-,-
Massachusetts,1971,5738596,6357550314,1191179,0.262,0.91,5337,60000,54763,116092,56177,0.48,1.05,21.8,27955,4.16,0.99,0.046,,-,-,-,-,-,#DIV/0!,-,-,-,-
Michigan,1971,8972341,12550469641,2182885,0.322,1.12,5749,60000,89236,140644,64136,0.46,1.2,24.5,25917,5.53,1.08,0.041,,-,-,-,-,-,#DIV/0!,-,-,-,-
Minnesota,1971,3851667,5398262755,913955,0.311,1.09,5906,60000,44535,121214,56397,0.47,1.05,20.5,24916,5.84,1.18,0.049,,-,-,-,-,-,#DIV/0!,-,-,-,-
Mississippi,1971,2265264,1822243577,529366,0.305,1.06,3442,60000,22849,79752,36042,0.45,0.67,23.2,17063,5.02,1.03,0.043,,-,-,-,-,-,#DIV/0!,-,-,-,-
Missouri,1971,4722778,4372726195,1023374,0.277,0.97,4273,60000,43872,99670,47920,0.48,0.89,23.3,24239,4,0.91,0.043,,-,-,-,-,-,#DIV/0!,-,-,-,-
Montana,1971,711028,816402513,178367,0.335,1.17,4577,60000,8480,96274,47075,0.49,0.88,21,22590,5.39,1.01,0.048,,-,-,-,-,-,#DIV/0!,-,-,-,-
Nebraska,1971,1504297,1611165821,332375,0.284,0.99,4847,60000,16642,96813,46722,0.48,0.87,20,24399,4.63,1.02,0.05,,-,-,-,-,-,#DIV/0!,-,-,-,-
Nevada,1971,519944,622542869,130186,0.334,1.17,4782,60000,5329,116822,56254,0.48,1.05,24.4,31328,4.08,0.77,0.041,,-,-,-,-,-,#DIV/0!,-,-,-,-
New Hampshire,1971,762162,731368075,164102,0.274,0.96,4457,60000,7450,98170,46678,0.48,0.87,22,24368,4.18,0.95,0.045,,-,-,-,-,-,#DIV/0!,-,-,-,-
New Jersey,1971,7281398,9777202076,1497841,0.259,0.9,6528,60000,76260,128209,59201,0.46,1.11,19.6,30130,4.67,1.13,0.051,,-,-,-,-,-,#DIV/0!,-,-,-,-
New Mexico,1971,1053266,1206660981,284948,0.371,1.29,4235,60000,12272,98326,45408,0.46,0.85,23.2,21012,5.97,1.01,0.043,,-,-,-,-,-,#DIV/0!,-,-,-,-
New York,1971,18364155,28879334469,3538474,0.239,0.83,8162,60000,180071,160377,65284,0.41,1.22,19.7,30198,5.42,1.42,0.051,,-,-,-,-,-,#DIV/0!,-,-,-,-
North Carolina,1971,5201404,4505426432,1176308,0.292,1.02,3830,60000,49402,91199,47395,0.52,0.88,23.8,20789,4.41,0.94,0.042,,-,-,-,-,-,#DIV/0!,-,-,-,-
North Dakota,1971,626709,648002080,144419,0.299,1.04,4487,60000,7490,86516,41870,0.48,0.78,19.3,22275,4.95,1.04,0.052,,-,-,-,-,-,#DIV/0!,-,-,-,-
Ohio,1971,10734556,10792126886,2438743,0.294,1.03,4425,60000,100776,107090,48460,0.45,0.9,24.2,25161,4.14,0.88,0.041,,-,-,-,-,-,#DIV/0!,-,-,-,-
Oklahoma,1971,2617794,2373835468,625740,0.314,1.1,3794,60000,27515,86274,42499,0.49,0.79,22.7,22280,4.35,0.87,0.044,,-,-,-,-,-,#DIV/0!,-,-,-,-
